Loading environment football failed: No module named 'gfootball'
-- 7.185823394916952
         24794382 function calls (23595294 primitive calls) in 7.519 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
        2    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       17    0.000    0.000    0.000    0.000 argparse.py:844(__init__)
        1    0.000    0.000    0.000    0.000 core.py:610(<listcomp>)
       44    0.000    0.000    0.000    0.000 errors.py:25(<genexpr>)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:315(_resolve)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        6    0.000    0.000    0.000    0.000 numeric.py:2758(geterr)
       13    0.000    0.000    0.000    0.000 _make.py:285(_get_annotations)
      189    0.000    0.000    0.000    0.000 status_codes.py:112(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing.py:778(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1545(BinaryIO)
       20    0.000    0.000    0.000    0.000 pathlib.py:290(splitroot)
       30    0.000    0.000    0.000    0.000 typing.py:652(__eq__)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        8    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
        1    0.000    0.000    0.000    0.000 defchararray.py:1824(chararray)
       39    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       12    0.000    0.000    0.000    0.000 exceptions.py:121(_set)
        1    0.000    0.000    0.000    0.000 x509.py:25(_Certificate)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
       10    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      337    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       31    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1883(__init__)
      156    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 base.py:39(Encoding)
        4    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:139(_validate_dependencies_met)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      165    0.000    0.000    0.000    0.000 helpers.py:317(shipyard_id)
        1    0.000    0.000    0.000    0.000 polynomial.py:1005(poly1d)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 _pvector.py:28(PythonPVector)
        1    0.000    0.000    0.000    0.000 validators.py:342(_DeepMapping)
        1    0.000    0.000    0.000    0.000 ocsp.py:35(OCSPResponseStatus)
        1    0.000    0.000    0.000    0.000 base.py:53(PublicFormat)
        1    0.000    0.000    0.000    0.000 oid.py:124(ExtendedKeyUsageOID)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       35    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 helpers.py:181(Configuration)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1168(__class_getitem__)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:73(<dictcomp>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      132    0.000    0.000    0.000    0.000 six.py:87(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        4    0.000    0.000    0.000    0.000 validators.py:250(Validator)
        4    0.000    0.000    0.000    0.000 _checked_types.py:92(maybe_parse_many_user_types)
    38/19    0.000    0.000    0.000    0.000 _checked_types.py:132(_all_dicts)
        1    0.000    0.000    0.000    0.000 _pmap.py:211(update)
        1    0.000    0.000    0.000    0.000 _make.py:1914(_CountingAttr)
        9    0.000    0.000    0.000    0.000 _make.py:578(<listcomp>)
        6    0.000    0.000    0.000    0.000 typing.py:769(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:290(_SpecialForm)
        1    0.000    0.000    0.000    0.000 cmac.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1262(IPv4Address)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.open}
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 case.py:398(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1903(clip)
        1    0.000    0.000    0.000    0.000 numeric.py:175(ones)
        1    0.000    0.000    0.000    0.000 _pmap.py:8(PMap)
        1    0.000    0.000    0.000    0.000 _version_info.py:9(VersionInfo)
        6    0.000    0.000    0.000    0.000 _utils.py:187(uniq)
        5    0.000    0.000    0.000    0.000 _make.py:644(add_repr)
       76    0.000    0.000    0.000    0.000 six.py:846(add_metaclass)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:161(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        2    0.000    0.000    0.000    0.000 agent.py:129(__init__)
      160    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
       44    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6824(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:886(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 validators.py:57(_generate_legacy_type_checks)
        6    0.000    0.000    0.000    0.000 _validators.py:178(minItems)
        1    0.000    0.000    0.000    0.000 _pmap.py:222(update_with)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        7    0.000    0.000    0.000    0.000 _make.py:1270(_make_repr)
        1    0.000    0.000    0.000    0.000 _der.py:5(<module>)
       44    0.000    0.000    0.000    0.000 six.py:103(__init__)
       51    0.000    0.000    0.000    0.000 six.py:173(_add_module)
        7    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        8    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
       18    0.000    0.000    0.000    0.000 argparse.py:1495(_pop_action_class)
        1    0.000    0.000    0.000    0.000 validators.py:592(RefResolver)
        1    0.000    0.000    0.000    0.000 _pset.py:8(PSet)
        7    0.000    0.000    0.000    0.000 pathlib.py:435(readlink)
        1    0.000    0.000    0.000    0.000 x448.py:14(X448PublicKey)
        1    0.000    0.000    0.000    0.000 poly1305.py:5(<module>)
        1    0.000    0.000    0.000    0.000 SSL.py:1561(Connection)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 base.py:603(CertificateRevocationListBuilder)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 _oid.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1021(_Unpickler)
        2    0.000    0.000    0.000    0.000 __init__.py:415(find_distributions)
       14    0.000    0.000    0.000    0.000 zipp.py:133(_pathlib_compat)
        1    0.000    0.000    0.000    0.000 recipes.py:9(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:5(<module>)
       20    0.000    0.000    0.000    0.000 _types.py:183(<lambda>)
       75    0.000    0.000    0.000    0.000 _make.py:740(_determine_eq_order)
       13    0.000    0.000    0.000    0.000 _make.py:767(attrs)
        5    0.000    0.000    0.000    0.000 six.py:588(iteritems)
        1    0.000    0.000    0.000    0.000 crypto.py:1055(__init__)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       13    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      181    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'binomial' of 'mtrand.RandomState' objects}
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       18    0.000    0.000    0.000    0.000 argparse.py:802(__init__)
        4    0.000    0.000    0.000    0.000 _checked_types.py:62(maybe_parse_user_type)
        1    0.000    0.000    0.000    0.000 subprocess.py:1579(_try_wait)
       12    0.000    0.000    0.000    0.000 _make.py:1207(_make_order)
        1    0.000    0.000    0.000    0.000 SSL.py:695(Context)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 response.py:155(HTTPResponse)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:356(DistributionFinder)
        1    0.000    0.000    0.000    0.000 _checked_types.py:271(CheckedPVector)
        1    0.000    0.000    0.000    0.000 _pmap.py:184(remove)
        8    0.000    0.000    0.000    0.000 _make.py:1938(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:865(_get_devnull)
        1    0.000    0.000    0.000    0.000 typing.py:591(_GenericAlias)
        2    0.000    0.000    0.000    0.000 backend.py:146(_get_osurandom_engine)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:13(LogEntryType)
       14    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        3    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _toolz.py:40(<module>)
        1    0.000    0.000    0.000    0.000 :1(<module>)
        1    0.000    0.000    0.000    0.000 _checked_types.py:358(CheckedPSet)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
       31    0.000    0.000    0.000    0.000 _make.py:1474(<genexpr>)
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
        1    0.000    0.000    0.000    0.000 typing.py:737(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 pathlib.py:118(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 ocsp.py:30(OCSPResponderEncoding)
        1    0.000    0.000    0.000    0.000 ocsp.py:58(OCSPCertStatus)
        1    0.000    0.000    0.000    0.000 base.py:47(PrivateFormat)
       11    0.000    0.000    0.000    0.000 name.py:28(<genexpr>)
       26    0.000    0.000    0.000    0.000 six.py:180(find_module)
        4    0.000    0.000    0.000    0.000 six.py:191(load_module)
        1    0.000    0.000    0.000    0.000 ssl.py:372(Purpose)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(__init__)
        4    0.000    0.000    0.000    0.000 re.py:252(escape)
        2    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
      289    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        7    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        2    0.000    0.000    0.000    0.000 {method 'seed' of 'mtrand.RandomState' objects}
        1    0.000    0.000    0.000    0.000 laguerre.py:1769(Laguerre)
        3    0.000    0.000    0.000    0.000 numeric.py:3054(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 validators.py:295(_DeepIterable)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 pathlib.py:1037(_opener)
       15    0.000    0.000    0.000    0.000 typing.py:314(__eq__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
